,client,product,quantity,price,date
328,VolksWagen,Enriched Uranium,43,369.4706305476873,2024-04-29 20:09:22.162162162
329,Blockbuster,Fake Promises,54,701.0557122383681,2024-04-30 04:55:29.729729730
330,Carl,Dirt,93,903.8290943977554,2024-04-30 13:41:37.297297296
331,The President of the United States,Cookies,13,751.065616292009,2024-04-30 22:27:44.864864864
332,The President of the United States,Fake Promises,72,63.36384809501061,2024-05-01 07:13:52.432432432
333,VolksWagen,Enriched Uranium,45,226.65460682316552,2024-05-01 16:00:00.000000000
334,The President of the United States,Dirt,29,131.07041867668312,2024-05-02 00:46:07.567567568
335,Carl,Cookies,49,792.1663580924587,2024-05-02 09:32:15.135135134
336,Carl,Dirt,58,52.976894481787774,2024-05-02 18:18:22.702702702
337,Blockbuster,Jet Engine,53,314.77945741413527,2024-05-03 03:04:30.270270270
338,Blockbuster,Jet Engine,91,12.736900324036181,2024-05-03 11:50:37.837837838
339,Carl,Fake Promises,10,50.8756872812135,2024-05-03 20:36:45.405405406
340,Blockbuster,Cookies,10,404.28984099972973,2024-05-04 05:22:52.972972972
341,Blockbuster,Fake Promises,79,379.0684773715296,2024-05-04 14:09:00.540540540
342,VolksWagen,Dirt,68,571.5085102423762,2024-05-04 22:55:08.108108108
343,The President of the United States,Jet Engine,67,166.00527807694132,2024-05-05 07:41:15.675675676
344,VolksWagen,Fake Promises,83,831.6359034521439,2024-05-05 16:27:23.243243242
345,Grandma's Cookies,Enriched Uranium,46,927.8768444458109,2024-05-06 01:13:30.810810810
346,Blockbuster,Dirt,23,743.3773339250947,2024-05-06 09:59:38.378378378
347,The President of the United States,Dirt,66,288.1884275325206,2024-05-06 18:45:45.945945946
348,Blockbuster,Jet Engine,45,972.0391714034646,2024-05-07 03:31:53.513513514
349,Carl,Cookies,4,629.2996174683727,2024-05-07 12:18:01.081081080
350,Carl,Enriched Uranium,23,331.6208218305651,2024-05-07 21:04:08.648648648
351,Carl,Cookies,24,948.600449393335,2024-05-08 05:50:16.216216216
352,Blockbuster,Jet Engine,15,750.6314839950387,2024-05-08 14:36:23.783783784
353,The President of the United States,Fake Promises,3,885.8957097632255,2024-05-08 23:22:31.351351350
354,VolksWagen,Enriched Uranium,76,570.0881233347119,2024-05-09 08:08:38.918918918
355,VolksWagen,Fake Promises,29,742.9690587485201,2024-05-09 16:54:46.486486486
356,The President of the United States,Fake Promises,0,51.57935420970172,2024-05-10 01:40:54.054054054
357,Blockbuster,Jet Engine,97,612.5870343777733,2024-05-10 10:27:01.621621622
358,Carl,Jet Engine,55,332.7628248064884,2024-05-10 19:13:09.189189188
359,Grandma's Cookies,Enriched Uranium,6,124.49381922593594,2024-05-11 03:59:16.756756756
360,Grandma's Cookies,Cookies,86,20.51913381974879,2024-05-11 12:45:24.324324324
361,The President of the United States,Cookies,20,779.2163532228649,2024-05-11 21:31:31.891891892
362,Blockbuster,Fake Promises,98,844.9586575751166,2024-05-12 06:17:39.459459460
363,Blockbuster,Dirt,46,746.5196915217239,2024-05-12 15:03:47.027027026
364,VolksWagen,Cookies,15,282.22990796358914,2024-05-12 23:49:54.594594594
365,VolksWagen,Dirt,1,903.4161434122597,2024-05-13 08:36:02.162162162
366,Grandma's Cookies,Cookies,18,625.5670775224739,2024-05-13 17:22:09.729729730
367,Carl,Cookies,42,44.12023129593501,2024-05-14 02:08:17.297297296
368,Blockbuster,Cookies,23,48.63645568411912,2024-05-14 10:54:24.864864864
369,Blockbuster,Dirt,58,935.5763578157809,2024-05-14 19:40:32.432432432
370,The President of the United States,Jet Engine,34,594.0632662279405,2024-05-15 04:26:40.000000000
371,The President of the United States,Fake Promises,17,58.77897456074488,2024-05-15 13:12:47.567567568
372,Blockbuster,Jet Engine,21,642.0401250006848,2024-05-15 21:58:55.135135134
373,Grandma's Cookies,Fake Promises,83,369.4201411460339,2024-05-16 06:45:02.702702702
374,Grandma's Cookies,Enriched Uranium,54,89.14565641958183,2024-05-16 15:31:10.270270270
375,Blockbuster,Dirt,12,775.6426396471156,2024-05-17 00:17:17.837837838
376,VolksWagen,Enriched Uranium,50,965.9111298552041,2024-05-17 09:03:25.405405404
377,VolksWagen,Jet Engine,45,667.5845123776095,2024-05-17 17:49:32.972972972
378,Grandma's Cookies,Jet Engine,32,403.96065495331555,2024-05-18 02:35:40.540540540
379,The President of the United States,Enriched Uranium,58,588.1283884748049,2024-05-18 11:21:48.108108108
380,VolksWagen,Cookies,6,820.4646445832576,2024-05-18 20:07:55.675675676
381,VolksWagen,Dirt,6,938.0034624050958,2024-05-19 04:54:03.243243242
382,Carl,Cookies,59,801.0057855549746,2024-05-19 13:40:10.810810810
383,VolksWagen,Cookies,71,769.3704134076951,2024-05-19 22:26:18.378378378
384,Carl,Fake Promises,7,495.202932202661,2024-05-20 07:12:25.945945946
385,The President of the United States,Dirt,63,654.0287114595528,2024-05-20 15:58:33.513513514
386,Grandma's Cookies,Dirt,82,217.7363229392547,2024-05-21 00:44:41.081081080
387,VolksWagen,Fake Promises,10,99.77200237750627,2024-05-21 09:30:48.648648648
388,Carl,Jet Engine,7,821.7063426439298,2024-05-21 18:16:56.216216216
389,Grandma's Cookies,Enriched Uranium,20,423.09480295179515,2024-05-22 03:03:03.783783784
390,VolksWagen,Jet Engine,2,124.48729527254487,2024-05-22 11:49:11.351351350
391,Grandma's Cookies,Fake Promises,33,519.0913845227299,2024-05-22 20:35:18.918918918
392,Carl,Dirt,89,810.5553148394207,2024-05-23 05:21:26.486486486
393,Grandma's Cookies,Dirt,43,606.9847089053249,2024-05-23 14:07:34.054054054
394,VolksWagen,Enriched Uranium,3,528.2933702053408,2024-05-23 22:53:41.621621622
395,Carl,Cookies,43,601.9597545061736,2024-05-24 07:39:49.189189188
396,Carl,Cookies,23,405.4226866626447,2024-05-24 16:25:56.756756756
397,Grandma's Cookies,Dirt,35,848.966766812165,2024-05-25 01:12:04.324324324
398,Carl,Jet Engine,51,395.70572750503,2024-05-25 09:58:11.891891892
399,VolksWagen,Fake Promises,1,992.355671413928,2024-05-25 18:44:19.459459458
400,The President of the United States,Jet Engine,81,112.18399979799088,2024-05-26 03:30:27.027027026
401,Carl,Jet Engine,38,662.5334379482962,2024-05-26 12:16:34.594594594
402,Grandma's Cookies,Enriched Uranium,7,949.3182799178892,2024-05-26 21:02:42.162162162
403,Blockbuster,Cookies,12,161.89975889619024,2024-05-27 05:48:49.729729730
404,Carl,Dirt,36,662.2784656845349,2024-05-27 14:34:57.297297296
405,The President of the United States,Enriched Uranium,94,477.57367936947827,2024-05-27 23:21:04.864864864
406,Grandma's Cookies,Dirt,79,444.0623365063465,2024-05-28 08:07:12.432432432
407,VolksWagen,Fake Promises,19,19.902964946874157,2024-05-28 16:53:20.000000000
408,VolksWagen,Dirt,87,936.5607712978568,2024-05-29 01:39:27.567567568
409,Carl,Jet Engine,93,421.6911533180595,2024-05-29 10:25:35.135135134
410,Carl,Cookies,28,534.2471778887065,2024-05-29 19:11:42.702702702
411,Grandma's Cookies,Enriched Uranium,30,75.21011739744642,2024-05-30 03:57:50.270270270
412,Carl,Cookies,16,816.0703917360847,2024-05-30 12:43:57.837837838
413,Grandma's Cookies,Enriched Uranium,67,465.75183594816707,2024-05-30 21:30:05.405405404
414,Carl,Jet Engine,1,104.54740059636603,2024-05-31 06:16:12.972972972
415,Blockbuster,Cookies,74,914.3295017832457,2024-05-31 15:02:20.540540540
416,Carl,Fake Promises,10,937.670717588902,2024-05-31 23:48:28.108108108
417,VolksWagen,Enriched Uranium,81,192.80180334834796,2024-06-01 08:34:35.675675676
418,The President of the United States,Fake Promises,88,489.59259724083694,2024-06-01 17:20:43.243243242
419,Carl,Cookies,42,444.2684269955982,2024-06-02 02:06:50.810810810
420,Blockbuster,Fake Promises,55,139.2202937200745,2024-06-02 10:52:58.378378378
421,Blockbuster,Cookies,20,978.4523143370154,2024-06-02 19:39:05.945945946
422,The President of the United States,Enriched Uranium,79,810.1258748599398,2024-06-03 04:25:13.513513514
423,Blockbuster,Jet Engine,24,209.260090240582,2024-06-03 13:11:21.081081080
424,VolksWagen,Enriched Uranium,22,966.6462312167082,2024-06-03 21:57:28.648648648
425,Grandma's Cookies,Enriched Uranium,85,910.362866824788,2024-06-04 06:43:36.216216216
426,Carl,Fake Promises,57,819.5847267646743,2024-06-04 15:29:43.783783784
427,Blockbuster,Jet Engine,42,170.00723819103592,2024-06-05 00:15:51.351351350
428,Blockbuster,Jet Engine,62,630.7575342722467,2024-06-05 09:01:58.918918918
429,Blockbuster,Enriched Uranium,28,729.5531600361952,2024-06-05 17:48:06.486486486
430,Grandma's Cookies,Fake Promises,17,393.79846003545936,2024-06-06 02:34:14.054054054
431,Carl,Dirt,21,65.71430066012852,2024-06-06 11:20:21.621621622
432,VolksWagen,Enriched Uranium,86,757.1246213343285,2024-06-06 20:06:29.189189188
433,Blockbuster,Dirt,49,776.6491051553937,2024-06-07 04:52:36.756756756
434,Grandma's Cookies,Jet Engine,88,178.3658654645427,2024-06-07 13:38:44.324324324
435,The President of the United States,Cookies,99,298.48602659114454,2024-06-07 22:24:51.891891892
436,Blockbuster,Jet Engine,65,451.1952766838614,2024-06-08 07:10:59.459459458
437,The President of the United States,Jet Engine,71,349.3396063591254,2024-06-08 15:57:07.027027026
438,Blockbuster,Jet Engine,79,14.442192564082967,2024-06-09 00:43:14.594594594
439,VolksWagen,Enriched Uranium,59,255.94251143932956,2024-06-09 09:29:22.162162162
440,Carl,Jet Engine,3,386.5377466291691,2024-06-09 18:15:29.729729730
441,The President of the United States,Jet Engine,22,457.60360831410884,2024-06-10 03:01:37.297297296
442,Grandma's Cookies,Dirt,76,998.6779832585618,2024-06-10 11:47:44.864864864
443,Blockbuster,Dirt,65,775.7565527964423,2024-06-10 20:33:52.432432432
444,Grandma's Cookies,Fake Promises,97,839.0265400412013,2024-06-11 05:20:00.000000000
445,VolksWagen,Jet Engine,11,706.4082554287219,2024-06-11 14:06:07.567567568
446,Blockbuster,Enriched Uranium,45,590.0139523133521,2024-06-11 22:52:15.135135134
447,The President of the United States,Dirt,39,72.21033695746925,2024-06-12 07:38:22.702702702
448,Grandma's Cookies,Enriched Uranium,15,633.3095263748774,2024-06-12 16:24:30.270270270
449,Grandma's Cookies,Enriched Uranium,24,719.2243624613012,2024-06-13 01:10:37.837837838
450,The President of the United States,Dirt,84,5.0055170189968745,2024-06-13 09:56:45.405405404
451,VolksWagen,Fake Promises,92,691.1253075686693,2024-06-13 18:42:52.972972972
452,Blockbuster,Cookies,22,782.8612348723441,2024-06-14 03:29:00.540540540
453,Blockbuster,Cookies,99,172.86279156767316,2024-06-14 12:15:08.108108108
454,Carl,Enriched Uranium,41,73.0242039431177,2024-06-14 21:01:15.675675676
455,Grandma's Cookies,Fake Promises,14,648.2477996455924,2024-06-15 05:47:23.243243242
456,Carl,Jet Engine,85,683.6652376401505,2024-06-15 14:33:30.810810810
457,Carl,Dirt,23,86.6233031072594,2024-06-15 23:19:38.378378378
458,Carl,Dirt,42,467.62527352920125,2024-06-16 08:05:45.945945946
459,The President of the United States,Enriched Uranium,75,970.2859801420019,2024-06-16 16:51:53.513513512
460,Carl,Enriched Uranium,99,872.4325700273087,2024-06-17 01:38:01.081081080
461,Grandma's Cookies,Dirt,13,34.594938730476144,2024-06-17 10:24:08.648648648
462,VolksWagen,Fake Promises,38,940.1580305666039,2024-06-17 19:10:16.216216216
463,Grandma's Cookies,Cookies,8,568.7514529999106,2024-06-18 03:56:23.783783784
464,Grandma's Cookies,Dirt,90,681.8611828085711,2024-06-18 12:42:31.351351350
465,VolksWagen,Fake Promises,19,418.0227842746309,2024-06-18 21:28:38.918918918
466,Grandma's Cookies,Enriched Uranium,64,279.02747861761225,2024-06-19 06:14:46.486486486
467,VolksWagen,Fake Promises,37,433.4749626867691,2024-06-19 15:00:54.054054054
468,Grandma's Cookies,Dirt,11,564.33460361302,2024-06-19 23:47:01.621621622
469,Carl,Jet Engine,89,122.93671279881946,2024-06-20 08:33:09.189189188
470,Grandma's Cookies,Fake Promises,93,607.0683611624034,2024-06-20 17:19:16.756756756
471,VolksWagen,Jet Engine,46,487.7177087363248,2024-06-21 02:05:24.324324324
472,Blockbuster,Enriched Uranium,5,636.8979507968554,2024-06-21 10:51:31.891891892
473,The President of the United States,Jet Engine,70,101.34298713570334,2024-06-21 19:37:39.459459458
474,VolksWagen,Enriched Uranium,71,815.786084461494,2024-06-22 04:23:47.027027026
475,VolksWagen,Enriched Uranium,19,960.7310631675688,2024-06-22 13:09:54.594594594
476,Blockbuster,Fake Promises,41,235.60862625313806,2024-06-22 21:56:02.162162162
477,VolksWagen,Dirt,3,762.8241617472586,2024-06-23 06:42:09.729729730
478,Grandma's Cookies,Cookies,92,107.42386334166787,2024-06-23 15:28:17.297297296
479,Carl,Dirt,21,690.6727634013121,2024-06-24 00:14:24.864864864
480,VolksWagen,Jet Engine,92,518.7987216294894,2024-06-24 09:00:32.432432432
481,Carl,Dirt,25,176.95685550307837,2024-06-24 17:46:40.000000000
482,VolksWagen,Enriched Uranium,93,582.4058848836047,2024-06-25 02:32:47.567567568
483,The President of the United States,Fake Promises,97,991.3752650853761,2024-06-25 11:18:55.135135134
484,The President of the United States,Jet Engine,83,333.6743255935318,2024-06-25 20:05:02.702702702
485,VolksWagen,Fake Promises,59,845.0571968667098,2024-06-26 04:51:10.270270270
486,VolksWagen,Jet Engine,42,875.0198268440379,2024-06-26 13:37:17.837837838
487,Carl,Fake Promises,71,862.5561845767222,2024-06-26 22:23:25.405405404
488,The President of the United States,Dirt,69,324.27074622892707,2024-06-27 07:09:32.972972972
489,Grandma's Cookies,Enriched Uranium,35,904.2022206700688,2024-06-27 15:55:40.540540540
490,Grandma's Cookies,Enriched Uranium,36,428.85817837565423,2024-06-28 00:41:48.108108108
491,The President of the United States,Dirt,28,665.7707069570279,2024-06-28 09:27:55.675675676
492,Grandma's Cookies,Enriched Uranium,61,268.7792995424431,2024-06-28 18:14:03.243243242
493,Blockbuster,Cookies,22,804.0730544523883,2024-06-29 03:00:10.810810810
494,The President of the United States,Enriched Uranium,83,758.8342314190601,2024-06-29 11:46:18.378378378
495,Carl,Fake Promises,34,409.26428347909217,2024-06-29 20:32:25.945945946
496,Grandma's Cookies,Cookies,24,161.53402280179841,2024-06-30 05:18:33.513513512
497,The President of the United States,Cookies,16,977.7147749685976,2024-06-30 14:04:41.081081080
498,VolksWagen,Cookies,94,257.6826499246868,2024-06-30 22:50:48.648648648
499,Grandma's Cookies,Cookies,9,981.5666442277204,2024-07-01 07:36:56.216216216
500,Grandma's Cookies,Fake Promises,55,210.59602143616817,2024-07-01 16:23:03.783783784
501,VolksWagen,Cookies,82,905.3768597407534,2024-07-02 01:09:11.351351350
502,VolksWagen,Fake Promises,72,198.14696401452812,2024-07-02 09:55:18.918918918
503,Blockbuster,Dirt,51,800.1479378491282,2024-07-02 18:41:26.486486486
504,Carl,Enriched Uranium,73,888.2173004440646,2024-07-03 03:27:34.054054054
505,The President of the United States,Jet Engine,73,651.8924305595046,2024-07-03 12:13:41.621621622
506,Carl,Enriched Uranium,78,840.5475683321554,2024-07-03 20:59:49.189189188
507,Blockbuster,Jet Engine,40,935.8830710758491,2024-07-04 05:45:56.756756756
508,VolksWagen,Dirt,18,168.19227501404154,2024-07-04 14:32:04.324324324
509,The President of the United States,Jet Engine,29,224.24971516821057,2024-07-04 23:18:11.891891892
510,The President of the United States,Dirt,63,703.3646119580113,2024-07-05 08:04:19.459459458
511,The President of the United States,Cookies,38,63.58911880669016,2024-07-05 16:50:27.027027026
512,Carl,Enriched Uranium,10,288.4036010174088,2024-07-06 01:36:34.594594594
513,Carl,Enriched Uranium,98,747.3214508969263,2024-07-06 10:22:42.162162162
514,Grandma's Cookies,Jet Engine,98,30.81699546995442,2024-07-06 19:08:49.729729730
515,Grandma's Cookies,Dirt,40,390.56642902508156,2024-07-07 03:54:57.297297296
516,Carl,Fake Promises,78,11.709789892811795,2024-07-07 12:41:04.864864864
517,Carl,Enriched Uranium,46,42.51252898141045,2024-07-07 21:27:12.432432432
518,Grandma's Cookies,Dirt,33,724.9286070405299,2024-07-08 06:13:20.000000000
519,VolksWagen,Dirt,51,994.7519345907056,2024-07-08 14:59:27.567567566
520,The President of the United States,Cookies,42,573.8858266762784,2024-07-08 23:45:35.135135134
521,VolksWagen,Dirt,8,635.9546486640642,2024-07-09 08:31:42.702702702
522,VolksWagen,Enriched Uranium,88,978.7703502183584,2024-07-09 17:17:50.270270270
523,Carl,Fake Promises,98,120.54941519953921,2024-07-10 02:03:57.837837838
524,The President of the United States,Cookies,76,616.8256807552646,2024-07-10 10:50:05.405405404
525,VolksWagen,Dirt,34,370.7378572693876,2024-07-10 19:36:12.972972972
526,Blockbuster,Fake Promises,50,428.7043259761656,2024-07-11 04:22:20.540540540
527,The President of the United States,Cookies,0,42.07525538729207,2024-07-11 13:08:28.108108108
528,Carl,Fake Promises,94,908.1894426180104,2024-07-11 21:54:35.675675676
529,The President of the United States,Enriched Uranium,36,686.665580354188,2024-07-12 06:40:43.243243242
530,Blockbuster,Fake Promises,53,337.8936395894958,2024-07-12 15:26:50.810810810
531,VolksWagen,Fake Promises,48,451.79790087057125,2024-07-13 00:12:58.378378378
532,The President of the United States,Fake Promises,86,187.13719783379224,2024-07-13 08:59:05.945945946
533,The President of the United States,Cookies,77,44.27276224569776,2024-07-13 17:45:13.513513512
534,Blockbuster,Dirt,19,637.5875256424273,2024-07-14 02:31:21.081081080
535,VolksWagen,Dirt,92,9.992557658677681,2024-07-14 11:17:28.648648648
536,Blockbuster,Cookies,94,956.0164691574317,2024-07-14 20:03:36.216216216
537,Blockbuster,Enriched Uranium,39,686.5895731700047,2024-07-15 04:49:43.783783784
538,The President of the United States,Dirt,55,271.8189742067434,2024-07-15 13:35:51.351351350
539,The President of the United States,Enriched Uranium,91,75.03445418035592,2024-07-15 22:21:58.918918918
540,Blockbuster,Fake Promises,18,308.9090547306328,2024-07-16 07:08:06.486486486
541,Blockbuster,Enriched Uranium,70,715.8666626442745,2024-07-16 15:54:14.054054054
542,The President of the United States,Cookies,61,586.5562278114396,2024-07-17 00:40:21.621621620
543,VolksWagen,Fake Promises,43,450.9107211851411,2024-07-17 09:26:29.189189188
544,Grandma's Cookies,Enriched Uranium,65,670.428817421456,2024-07-17 18:12:36.756756756
545,VolksWagen,Cookies,81,166.71769310497476,2024-07-18 02:58:44.324324324
546,VolksWagen,Cookies,92,692.0207818658876,2024-07-18 11:44:51.891891892
547,Grandma's Cookies,Jet Engine,36,51.9776029858674,2024-07-18 20:30:59.459459458
548,The President of the United States,Enriched Uranium,78,379.84958786113623,2024-07-19 05:17:07.027027026
549,Carl,Cookies,28,720.5190657604122,2024-07-19 14:03:14.594594594
550,Blockbuster,Jet Engine,89,593.6086882727708,2024-07-19 22:49:22.162162162
551,Blockbuster,Enriched Uranium,99,529.828754361571,2024-07-20 07:35:29.729729730
552,VolksWagen,Enriched Uranium,20,967.2638897925978,2024-07-20 16:21:37.297297296
553,Grandma's Cookies,Fake Promises,80,640.8287112572748,2024-07-21 01:07:44.864864864
554,VolksWagen,Cookies,66,24.891559342940628,2024-07-21 09:53:52.432432432
555,Carl,Fake Promises,40,261.4979263997581,2024-07-21 18:40:00.000000000
556,Carl,Enriched Uranium,42,242.0822318014786,2024-07-22 03:26:07.567567566
557,VolksWagen,Fake Promises,41,65.49006231253685,2024-07-22 12:12:15.135135134
558,VolksWagen,Cookies,34,32.842600559122474,2024-07-22 20:58:22.702702702
559,Grandma's Cookies,Fake Promises,88,895.3908804344044,2024-07-23 05:44:30.270270270
560,Grandma's Cookies,Enriched Uranium,74,834.0383200229633,2024-07-23 14:30:37.837837838
561,VolksWagen,Jet Engine,96,649.1880129469199,2024-07-23 23:16:45.405405404
562,The President of the United States,Cookies,5,753.5423135090385,2024-07-24 08:02:52.972972972
563,The President of the United States,Dirt,26,581.8808202629327,2024-07-24 16:49:00.540540540
564,Carl,Fake Promises,49,11.726036046516786,2024-07-25 01:35:08.108108108
565,Grandma's Cookies,Enriched Uranium,75,287.9600474598838,2024-07-25 10:21:15.675675676
566,Blockbuster,Jet Engine,90,64.34073981742516,2024-07-25 19:07:23.243243242
567,Carl,Enriched Uranium,63,131.5697396141432,2024-07-26 03:53:30.810810810
568,Carl,Enriched Uranium,95,95.45746727955905,2024-07-26 12:39:38.378378378
569,The President of the United States,Enriched Uranium,23,428.4833270796804,2024-07-26 21:25:45.945945946
570,VolksWagen,Dirt,52,572.1629683849659,2024-07-27 06:11:53.513513512
571,Grandma's Cookies,Cookies,96,79.19058646642529,2024-07-27 14:58:01.081081080
572,Grandma's Cookies,Cookies,82,152.00778204263688,2024-07-27 23:44:08.648648648
573,Carl,Dirt,42,627.2822477135048,2024-07-28 08:30:16.216216216
574,Grandma's Cookies,Jet Engine,35,850.3622394892643,2024-07-28 17:16:23.783783784
575,Carl,Jet Engine,55,93.4188406921288,2024-07-29 02:02:31.351351352
576,Blockbuster,Cookies,23,176.64338411642578,2024-07-29 10:48:38.918918920
577,The President of the United States,Cookies,34,403.86408710254915,2024-07-29 19:34:46.486486484
578,The President of the United States,Enriched Uranium,94,823.4238901400334,2024-07-30 04:20:54.054054052
579,Grandma's Cookies,Dirt,15,961.4278264033852,2024-07-30 13:07:01.621621620
580,The President of the United States,Enriched Uranium,39,502.62437672384965,2024-07-30 21:53:09.189189188
581,The President of the United States,Fake Promises,85,643.2033580369101,2024-07-31 06:39:16.756756756
582,Carl,Enriched Uranium,73,677.974690930855,2024-07-31 15:25:24.324324324
583,The President of the United States,Dirt,42,100.14482437534144,2024-08-01 00:11:31.891891892
584,Blockbuster,Enriched Uranium,30,253.25755502180058,2024-08-01 08:57:39.459459460
585,Blockbuster,Dirt,82,871.9712737316122,2024-08-01 17:43:47.027027028
586,Carl,Cookies,57,72.91131804688355,2024-08-02 02:29:54.594594592
587,VolksWagen,Fake Promises,87,371.3282004392365,2024-08-02 11:16:02.162162160
588,VolksWagen,Fake Promises,90,882.1684641521236,2024-08-02 20:02:09.729729728
589,Grandma's Cookies,Dirt,1,555.527062488843,2024-08-03 04:48:17.297297296
590,VolksWagen,Dirt,86,660.1512898562187,2024-08-03 13:34:24.864864864
591,Blockbuster,Dirt,67,440.0804961966513,2024-08-03 22:20:32.432432432
592,VolksWagen,Jet Engine,66,364.78877453830705,2024-08-04 07:06:40.000000000
593,VolksWagen,Cookies,92,892.8485528457055,2024-08-04 15:52:47.567567568
594,VolksWagen,Cookies,37,52.611305149638184,2024-08-05 00:38:55.135135136
595,Carl,Jet Engine,89,507.2508328592589,2024-08-05 09:25:02.702702704
596,Grandma's Cookies,Dirt,54,517.8195042921391,2024-08-05 18:11:10.270270268
597,Grandma's Cookies,Fake Promises,92,298.56834305167166,2024-08-06 02:57:17.837837836
598,The President of the United States,Enriched Uranium,26,896.586742254771,2024-08-06 11:43:25.405405404
599,The President of the United States,Cookies,79,376.44238818157424,2024-08-06 20:29:32.972972972
600,Carl,Cookies,14,994.2882312435984,2024-08-07 05:15:40.540540540
601,Grandma's Cookies,Fake Promises,56,686.6455233071874,2024-08-07 14:01:48.108108108
602,VolksWagen,Dirt,81,258.1523118358354,2024-08-07 22:47:55.675675676
603,The President of the United States,Fake Promises,12,687.710066622533,2024-08-08 07:34:03.243243244
604,Grandma's Cookies,Cookies,1,761.0645958818965,2024-08-08 16:20:10.810810812
605,Grandma's Cookies,Enriched Uranium,57,608.218589265574,2024-08-09 01:06:18.378378376
606,VolksWagen,Fake Promises,19,737.016766124001,2024-08-09 09:52:25.945945944
607,VolksWagen,Enriched Uranium,91,151.89900151437385,2024-08-09 18:38:33.513513512
608,Blockbuster,Cookies,58,185.2172596478695,2024-08-10 03:24:41.081081080
609,VolksWagen,Fake Promises,22,392.668007899835,2024-08-10 12:10:48.648648648
610,VolksWagen,Dirt,13,742.2890148177878,2024-08-10 20:56:56.216216216
611,VolksWagen,Jet Engine,58,570.3992226525106,2024-08-11 05:43:03.783783784
612,Carl,Enriched Uranium,30,914.7600018436868,2024-08-11 14:29:11.351351352
613,Blockbuster,Cookies,13,48.45327768410868,2024-08-11 23:15:18.918918920
614,The President of the United States,Cookies,42,608.1341846428055,2024-08-12 08:01:26.486486484
615,Blockbuster,Dirt,98,334.2601952597737,2024-08-12 16:47:34.054054052
616,Grandma's Cookies,Enriched Uranium,50,477.6114634901528,2024-08-13 01:33:41.621621620
617,Carl,Fake Promises,48,693.5393020167912,2024-08-13 10:19:49.189189188
618,Blockbuster,Cookies,79,500.23131017690116,2024-08-13 19:05:56.756756756
619,Carl,Dirt,92,371.954436805486,2024-08-14 03:52:04.324324324
620,VolksWagen,Cookies,25,410.5331138978314,2024-08-14 12:38:11.891891892
621,Blockbuster,Dirt,73,609.6948334759575,2024-08-14 21:24:19.459459460
622,VolksWagen,Dirt,42,628.6982621721869,2024-08-15 06:10:27.027027028
623,The President of the United States,Cookies,66,951.9862043697425,2024-08-15 14:56:34.594594592
624,Grandma's Cookies,Enriched Uranium,60,136.30768040118068,2024-08-15 23:42:42.162162160
625,Grandma's Cookies,Jet Engine,38,987.6300182493846,2024-08-16 08:28:49.729729728
626,Blockbuster,Cookies,34,620.2951927532359,2024-08-16 17:14:57.297297296
627,The President of the United States,Jet Engine,36,320.75982106993627,2024-08-17 02:01:04.864864864
628,Carl,Dirt,45,780.2921683701132,2024-08-17 10:47:12.432432432
629,Blockbuster,Cookies,62,576.1928750102766,2024-08-17 19:33:20.000000000
630,Grandma's Cookies,Cookies,92,602.8116317946966,2024-08-18 04:19:27.567567568
631,VolksWagen,Fake Promises,39,146.45414461554563,2024-08-18 13:05:35.135135136
632,Carl,Cookies,70,876.3670579080793,2024-08-18 21:51:42.702702700
633,VolksWagen,Jet Engine,53,397.1680012443507,2024-08-19 06:37:50.270270268
634,VolksWagen,Fake Promises,1,393.41778695576124,2024-08-19 15:23:57.837837836
635,Blockbuster,Jet Engine,17,615.4792754768207,2024-08-20 00:10:05.405405404
636,VolksWagen,Jet Engine,26,468.2064355430755,2024-08-20 08:56:12.972972972
637,Blockbuster,Fake Promises,41,437.7962897695622,2024-08-20 17:42:20.540540540
638,Blockbuster,Jet Engine,36,728.4252196768875,2024-08-21 02:28:28.108108108
639,VolksWagen,Dirt,4,44.98393582801019,2024-08-21 11:14:35.675675676
640,Carl,Enriched Uranium,86,692.3481528794966,2024-08-21 20:00:43.243243244
641,The President of the United States,Enriched Uranium,80,305.71334310895327,2024-08-22 04:46:50.810810812
642,The President of the United States,Enriched Uranium,12,905.1870854027219,2024-08-22 13:32:58.378378376
643,The President of the United States,Jet Engine,26,354.1850484699261,2024-08-22 22:19:05.945945944
644,Carl,Enriched Uranium,99,897.685267622283,2024-08-23 07:05:13.513513512
645,Carl,Cookies,70,641.5649053352391,2024-08-23 15:51:21.081081080
646,Grandma's Cookies,Enriched Uranium,35,267.4386912054869,2024-08-24 00:37:28.648648648
647,VolksWagen,Enriched Uranium,5,467.2758453064506,2024-08-24 09:23:36.216216216
648,The President of the United States,Fake Promises,73,874.9267247619057,2024-08-24 18:09:43.783783784
649,The President of the United States,Dirt,27,470.87712594512357,2024-08-25 02:55:51.351351352
650,Carl,Jet Engine,77,588.3618107265842,2024-08-25 11:41:58.918918920
651,Blockbuster,Fake Promises,37,796.9968754352814,2024-08-25 20:28:06.486486484
652,VolksWagen,Jet Engine,74,486.9216023623344,2024-08-26 05:14:14.054054052
653,Blockbuster,Dirt,77,898.0428194173803,2024-08-26 14:00:21.621621620
654,Blockbuster,Dirt,9,604.000454587406,2024-08-26 22:46:29.189189188
655,Carl,Enriched Uranium,25,746.4103352473875,2024-08-27 07:32:36.756756756
